Age,Income,Loan_Amount,Credit_Score,Employment_Years,Debt_to_Income,Default
32,115298,21192,433,7,0.16351178634856853,0
22,75949,22450,518,22,0.3160153956560925,0
45,83268,10432,720,20,0.48349181411106423,0
28,91320,36012,618,15,0.17406854773769356,0
46,118556,38455,456,15,0.5664637667704708,1
42,128995,18175,487,1,0.36312620338228896,1
36,106301,5068,775,21,0.35240782724355035,0
22,56127,15295,461,16,0.31213870539965605,0
33,28196,11774,428,22,0.5337250957472741,1
28,100088,17190,603,24,0.5742207044068636,0
36,66300,36286,388,4,0.290034013108889,0
42,74714,15789,461,4,0.3711968251250357,0
40,56921,33914,335,11,0.2577115664160786,0
50,29746,36944,526,6,0.28400838083567514,1
46,93535,11891,450,4,0.1141667803112901,0
54,90350,26977,346,25,0.49296774220520845,1
53,75345,35351,530,27,0.584666570379523,0
56,134606,15316,838,27,0.4847632759238436,0
59,74220,38207,464,3,0.3591057103807289,0
47,106131,30654,365,16,0.5137549965705573,1
32,47063,12466,379,5,0.5289395215415368,1
56,142116,22637,439,13,0.37226131546413943,0
29,96736,8209,699,8,0.5685787428399408,0
35,128700,41317,429,3,0.11508509652849516,0
31,113913,8078,745,25,0.10504800491426883,0
23,103946,32299,328,10,0.14072968208233647,0
30,70971,41258,501,19,0.12892885772672583,0
24,28598,8543,536,20,0.3123054938911004,0
42,35564,34091,638,15,0.5701605519609934,0
47,136052,33947,698,15,0.43761177499596815,0
29,121434,27064,738,15,0.4297264306222284,0
23,148723,11751,588,5,0.2924430211684398,0
27,74725,19906,551,14,0.36688322808961815,0
49,111134,23096,399,2,0.2520873482722116,0
50,130940,19425,721,8,0.35891886970133247,0
47,84940,16811,317,0,0.47333045435736953,1
46,87085,22578,770,10,0.3793462321266494,0
33,42862,11781,306,21,0.3094359196117814,0
26,35265,26290,718,5,0.5224610319635485,0
55,34705,20563,679,23,0.2437214398973759,0
58,80279,30888,807,4,0.3407434639622301,0
36,87471,32491,413,24,0.5890736353191003,1
57,116080,37352,810,24,0.5836608142613449,0
36,104834,26676,768,27,0.10314230833049612,0
64,87979,5300,392,17,0.36611670446612665,0
44,80828,42463,791,20,0.2684596294375797,0
27,123206,49942,401,11,0.24561193487337998,0
64,141884,26008,792,6,0.39812608930434024,0
42,133007,25221,835,1,0.32315216159709215,0
44,71104,34334,784,6,0.46642104077532065,0
64,65934,48518,778,8,0.11356709518108146,0
37,148534,25301,466,23,0.5634454232821233,0
36,139420,12307,439,25,0.38379664606392505,0
46,31050,34251,393,24,0.4420333511074873,1
57,68952,39157,480,29,0.40229323735590417,1
32,111570,13882,303,19,0.5945658031548152,1
36,136016,15040,688,7,0.5931492206481906,0
25,33484,11141,571,8,0.40494571750264896,1
42,87648,10969,431,9,0.44198164741154533,0
34,84945,18162,811,11,0.40928492268508776,0
43,78678,14131,351,1,0.2553404619697932,0
40,56323,10037,589,9,0.1963067782364681,0
55,111332,27378,745,2,0.3013815759067747,0
35,119605,19693,536,0,0.44137841115080556,1
25,112363,31626,790,16,0.12798867715620113,0
48,149468,7451,579,25,0.35715260340549715,0
50,148475,5024,343,21,0.3041986637031949,0
49,60361,10962,658,0,0.36374242064280937,0
56,35315,40324,825,4,0.5301133165457739,1
29,72968,36415,761,29,0.12380506877852912,0
37,51519,29016,400,13,0.48181202468085094,1
63,34107,21444,760,5,0.43345494596681333,1
57,146540,45443,567,8,0.20192399048656043,0
51,80781,21506,661,21,0.46709183476405136,0
39,28869,43384,707,13,0.3481859734394789,0
23,105983,48062,336,3,0.34051239783887244,0
34,52370,36693,767,0,0.3415352574733459,0
25,87695,29248,558,5,0.5746170311256381,0
47,85422,47690,808,6,0.5721822531683964,0
46,32971,9089,608,20,0.5568040233426336,0
51,121805,7472,572,5,0.543371036772547,0
32,148855,48237,409,25,0.11879404578553412,0
28,50651,45218,559,23,0.30029746355607134,0
52,81974,40732,567,0,0.5474385317628271,0
31,126293,13104,331,7,0.4775632778304626,1
60,48446,22694,476,11,0.3283299011642019,0
34,63108,29730,403,28,0.4866265186085831,1
52,100179,39980,535,10,0.2040929129068104,0
28,28823,14454,392,1,0.3998996227213968,0
63,38454,44560,500,1,0.36649914094583025,0
63,28932,14554,334,23,0.3867735110053713,1
57,35220,30513,416,1,0.4608977099732272,1
41,99090,46471,757,7,0.5749010456240385,0
25,92965,35985,770,20,0.23200588397348862,0
28,53208,29762,698,24,0.4790253876833148,0
22,97980,45428,416,24,0.4225704844052728,1
63,35510,6702,661,29,0.44757253371316486,1
34,69045,22038,503,23,0.31445983250501996,0
43,35537,27219,445,29,0.5722892981316966,1
42,97683,9271,743,24,0.33982812499379833,0
43,130935,32397,596,6,0.16079589469955993,0
49,94134,13955,786,15,0.4403464902757944,0
30,127633,34602,530,23,0.16443455688126088,0
47,97254,49227,502,21,0.26133750060716465,0
30,133227,36545,661,8,0.21400283867890632,0
36,147906,28116,694,15,0.36946719694531116,0
31,38782,11674,547,1,0.2737519416141241,1
45,139780,22469,739,2,0.17992661841837546,0
63,148188,10446,695,1,0.4954071822088516,1
29,90587,25760,655,21,0.33424581021906363,0
45,107238,6963,700,18,0.32722451979421474,0
37,100720,47745,540,26,0.5431814767021007,0
47,103004,15466,640,16,0.369412180222065,0
48,47072,32262,528,19,0.45494804793251165,1
58,106015,10177,842,20,0.2640327138181271,0
25,119003,16160,838,11,0.38064474523495584,0
45,113938,42340,828,10,0.4632073431530327,0
40,97746,12543,566,19,0.24823600165736667,0
57,70702,46675,428,21,0.44426707434808055,0
60,127260,21626,519,18,0.3843815819225661,0
31,31057,44278,381,25,0.31709658158621,1
46,55916,34607,319,5,0.45648478082330635,1
39,52268,25299,626,9,0.2584521849122342,0
40,68978,22221,336,13,0.4572513733501109,1
57,137894,8323,681,0,0.37555703702232524,0
31,149904,47305,338,14,0.22280192756207615,0
54,48259,15615,408,5,0.4341377334870159,1
26,78583,6432,728,12,0.5423821970187122,0
56,104400,28238,363,23,0.25500699660266546,0
55,59293,45423,474,25,0.5061659425116983,0
54,136581,13431,331,13,0.26806517820342823,0
42,32043,13330,830,12,0.5105606192128395,0
38,75430,49153,405,23,0.1255755193733943,0
43,132009,13611,781,15,0.10360765693781951,0
58,63893,18872,505,0,0.156631025634384,0
36,65642,39930,546,13,0.53697140388727,0
56,103065,11486,388,12,0.3668609265298286,0
49,55868,41870,615,22,0.39705064754264874,0
28,51309,28258,310,29,0.5211027341804619,0
53,48284,48186,348,9,0.12532290257081727,0
32,138259,6168,470,9,0.2935535212925673,0
31,125804,5415,442,27,0.4215451797245291,1
30,94000,15905,506,3,0.3023400821784391,0
35,109179,10243,762,13,0.11606510032372849,0
34,87107,21533,808,11,0.4254718270844946,0
46,90049,32020,500,21,0.29570064728639944,0
23,54265,27908,304,5,0.10960450081928011,0
56,106490,10899,510,14,0.1852591918266793,0
28,48880,38606,328,4,0.2087910914169853,0
42,109579,43912,489,9,0.3553079191773115,0
39,25255,14888,487,8,0.1931874505167008,0
24,26502,20935,449,26,0.2806636362129873,0
63,95192,12466,824,9,0.47533288177411637,0
60,90424,20095,665,23,0.5038599446605299,0
62,100838,16193,456,11,0.49770649036778813,0
32,95966,6320,379,21,0.447541425202711,1
60,66366,17227,572,3,0.37090615730239995,0
45,52425,22907,817,28,0.3753151471376506,0
40,77328,43002,531,3,0.5766937798503439,0
25,139280,49838,459,12,0.538934373040104,0
47,92396,43912,643,24,0.42489205983441347,0
59,96694,5552,588,13,0.3342474718928363,0
63,30806,25140,504,11,0.46453520788099834,1
53,111274,25055,604,12,0.1313579487550687,0
60,42106,38367,659,19,0.5723040983308159,1
57,81731,20098,699,12,0.37378974780234464,0
61,100010,29061,748,22,0.35139522710475957,0
58,107533,36054,405,29,0.24541741327337066,0
54,143019,19800,381,21,0.10169474738454379,0
57,57599,47124,641,1,0.13062159621295802,0
24,96326,30579,720,20,0.23150422899168574,0
30,142804,6982,348,18,0.3707731293526463,0
29,100706,45598,505,8,0.1417901584326092,0
54,34004,40765,517,9,0.5860260044694989,1
27,133282,22070,735,16,0.3054803914594635,0
62,140018,35886,621,9,0.25815873714368764,0
60,76364,49374,530,19,0.36259823994296403,0
25,50792,39527,786,12,0.1324932960239892,0
34,120752,44791,728,19,0.5252253367868147,0
23,89912,34513,583,24,0.33013856760567306,0
26,79645,27592,785,29,0.18916770571798938,0
48,32232,28618,575,0,0.18086721472495612,0
53,103210,20409,732,1,0.2804771768693761,0
42,79766,14529,484,16,0.38668140665492046,0
29,145601,29154,515,12,0.3084529289695376,0
59,106588,37882,396,16,0.39839866920529,0
29,73542,49917,418,27,0.4527388724503738,1
24,30913,21952,664,29,0.474244381170143,1
24,137406,20701,702,12,0.30047777979713164,0
43,138693,14745,696,16,0.4585016557785485,0
27,118449,29335,757,18,0.17075217660437178,0
23,35567,7689,617,26,0.3565481001417351,0
44,63379,7988,681,13,0.13625735842998418,0
23,99968,40919,441,19,0.222052815148132,0
59,25319,49487,756,9,0.3915933447499238,0
38,115005,14013,800,1,0.4702103427709602,0
56,135990,44113,622,13,0.14765468169447613,0
55,117026,8574,567,16,0.20353492337028842,0
44,111120,37480,786,4,0.5959491072645325,0
51,29791,12838,459,21,0.2688288217186422,0
29,122272,33363,313,17,0.24202038353298969,0
43,25329,36368,454,2,0.14262854575615805,0
57,99387,37228,400,15,0.44742138266821063,1
26,86032,33639,342,25,0.35412669221071813,0
34,69078,19823,492,18,0.17877543892492267,0
50,113662,28510,610,17,0.41644911679720364,0
52,46300,43333,764,19,0.3628801786805351,0
37,100700,9435,462,29,0.38247264903294476,0
63,75945,43418,650,4,0.5974274027848745,0
51,80609,25553,533,7,0.11430636397089858,0
37,85562,12436,702,5,0.5574860804731899,0
33,115045,41476,650,14,0.5209453807911522,0
38,86901,39477,466,24,0.30767141233007866,0
37,30703,29244,447,2,0.5404731768191814,1
33,117645,47721,327,25,0.4242806211864246,1
29,88115,6692,558,8,0.5446772583506052,0
41,133953,20523,741,26,0.3973654411315729,0
24,113090,37326,826,29,0.20807461965958976,0
37,52676,47205,510,10,0.38811069202588666,0
51,86710,5125,842,19,0.18953112396506863,0
44,85077,6199,744,23,0.17041396384364652,0
49,146332,43860,752,25,0.4270306159607119,0
61,114340,21375,703,22,0.5737383082677924,0
26,70440,7711,365,13,0.39424798960372254,0
41,61923,37437,704,22,0.4978938164911133,0
61,54802,33022,734,8,0.18418218163311037,0
22,115331,14182,527,9,0.427105183094471,1
51,87904,32641,775,29,0.4664887357482359,0
42,85162,34530,767,14,0.12080726025718061,0
41,149786,27612,400,17,0.14858215852183101,0
27,90169,10995,722,20,0.4907904402641746,0
43,93147,45950,655,18,0.31997501073108636,0
39,47075,43270,438,6,0.30279050144110564,1
29,142281,17920,430,18,0.560184798469589,0
60,107015,27144,848,4,0.5959829121768138,0
53,99716,23882,767,20,0.4821922684528215,0
54,34304,7565,779,17,0.49629688715917597,0
37,145729,28373,410,26,0.20416049878680229,0
33,84622,48557,452,0,0.19611272116999948,0
59,79215,10024,541,11,0.5903414076422467,1
55,105146,29691,578,5,0.4475458596319458,0
35,98973,38799,662,12,0.44335489898969316,0
57,133654,6241,707,16,0.24309398552513314,0
54,37521,39510,474,8,0.5432396752888746,1
44,143037,43477,434,25,0.12222019859714015,0
23,49028,27383,805,20,0.23729517823234567,0
62,64328,16830,593,0,0.19007066204288334,0
42,52301,33975,794,11,0.4555480393332253,0
23,63015,31551,718,23,0.45767499519552557,0
48,112276,45928,505,0,0.3673657439330895,0
30,61845,28267,617,3,0.10262977621558753,0
22,111818,17375,372,6,0.5368776609510092,1
32,101394,26513,558,19,0.5777935664972559,0
24,69159,9403,657,27,0.20115622754337073,0
44,68714,9897,447,4,0.5211163636271319,1
47,105722,5163,524,22,0.5866432258674773,1
25,124721,41078,404,19,0.2634870616824895,0
39,121730,22379,655,4,0.19252841429928033,0
27,50230,35030,837,6,0.5887700260282115,0
56,117554,34870,560,16,0.1298716459127223,0
43,74262,34482,369,11,0.23798032096724112,0
64,115201,36058,746,14,0.47101463337948324,0
36,66722,31871,746,2,0.4086767408154075,0
43,71359,31379,556,16,0.44225535654513015,0
58,87796,7251,830,13,0.4540457702427252,0
63,65159,48860,418,14,0.4430721120184913,0
33,134668,28674,365,14,0.2711206185385415,0
63,133675,11590,544,14,0.2557501133045613,0
59,112052,36432,356,18,0.3142332722801928,0
39,125808,45426,343,10,0.5038417879891818,1
56,149344,27127,823,17,0.5691355176750083,0
51,115209,43015,723,20,0.3276230534975675,0
45,30239,12715,835,9,0.1428830686081444,0
63,139980,8817,694,20,0.5691492661638047,0
51,116951,34493,749,25,0.140214104282069,0
35,75886,22454,556,8,0.17955480325162773,0
27,128424,9600,660,23,0.5338390064683348,0
24,52195,29690,679,2,0.37573927025680576,0
37,129697,47750,742,0,0.27634309893155296,0
28,119859,38762,833,20,0.5654548432900689,0
35,125500,42499,773,10,0.5802531944201043,0
30,126770,27452,456,15,0.2653813470672086,0
36,121299,12670,388,2,0.5342120720002875,0
42,59674,26151,501,20,0.43926442593799275,1
56,43105,22341,761,8,0.2372456864494555,0
23,135187,34604,780,10,0.5707163405373625,0
48,54739,13287,753,29,0.13153455631663477,0
23,138741,23538,769,16,0.25897114959847944,0
56,56969,22015,679,0,0.29813080535743086,0
39,39497,49644,700,8,0.4453266087882001,0
35,26816,20852,378,2,0.11921651320975782,0
41,148132,26258,685,27,0.5448884509241625,0
39,143915,43330,642,9,0.4295514717422405,0
31,117019,46508,744,4,0.23751141557325475,0
46,84254,7248,351,24,0.42917104694545005,1
23,134017,11192,550,10,0.36846195995961417,0
46,112695,32410,628,4,0.26813788103742475,0
54,94385,14895,793,11,0.11429823520241081,0
57,112148,11406,649,13,0.3755503382067712,0
52,130153,38924,758,11,0.14109075739875251,0
35,58826,46303,797,18,0.5050881779072017,0
22,135034,10295,424,8,0.14426282611405164,0
37,88365,17264,503,27,0.3143696376750883,0
24,109242,33038,320,6,0.31727589608960627,0
56,148066,43922,661,15,0.37810083105853465,0
62,75100,14136,660,27,0.11975394506036294,0
27,115099,18213,415,27,0.2019162237690366,0
46,29359,17072,354,6,0.1997505920024835,0
34,121205,48010,591,13,0.399485307345266,0
55,37809,41053,350,7,0.23181776631769066,1
29,89450,32431,553,26,0.17209749043900355,0
42,63428,47290,791,20,0.10917653614925224,0
55,119990,7003,524,17,0.5202724176396761,1
25,97790,24999,768,26,0.585774098560418,0
46,136126,36279,402,24,0.4516309966540891,1
36,115321,47747,347,2,0.3063562127743008,0
25,27093,15438,641,26,0.16100547096017084,0
33,69498,19227,532,29,0.337552425747491,0
53,141251,8672,527,1,0.32866086165503783,0
53,65985,12458,821,25,0.30993815446835216,0
49,57009,23539,312,25,0.28915179060052065,0
34,107094,8479,798,4,0.34837673002573477,0
52,42718,19887,744,7,0.136590356216746,0
35,41705,5051,639,18,0.11914729836427965,0
41,112618,7159,623,21,0.13198014186026333,0
39,87598,9390,456,8,0.1999992400593885,0
50,102878,25035,730,1,0.2390351277928757,0
27,37239,33491,706,14,0.18472880978299563,0
53,71622,21080,457,7,0.22595835666688066,0
50,71665,39880,484,9,0.19291869834657374,0
64,57274,27149,790,6,0.1753716298027531,0
23,36419,20339,835,18,0.24649133084992245,0
44,133368,34305,656,0,0.2987563149162721,0
40,40003,6354,661,21,0.47213338731820187,0
52,55866,10620,523,1,0.5777749714190207,1
26,46988,8754,503,2,0.559482655091328,1
40,80894,21593,307,27,0.3379668913047924,0
55,133563,21167,771,13,0.330672544488557,0
31,147124,27555,471,14,0.16284894757647875,0
46,115444,38005,395,20,0.5858700633014835,1
23,30674,46295,605,13,0.48004889857756616,0
32,95538,45843,557,26,0.5237841302705445,0
52,118103,13691,773,7,0.21708183282570684,0
36,91446,14756,599,17,0.3005429920374867,0
30,54072,41308,764,21,0.15132255183935453,0
44,58717,14327,627,16,0.570406552673961,0
40,112345,33520,409,6,0.2429146095635444,0
30,51651,48308,428,19,0.3980048811743876,0
56,142202,45025,436,0,0.1761100144753591,0
42,69291,33900,838,8,0.5013983275191602,0
30,147389,21533,463,8,0.1931723336318424,0
49,134525,36881,648,10,0.5046921955306182,0
28,88350,32782,762,18,0.3008812739724146,0
37,107020,49488,803,5,0.38887850828520154,0
37,29646,6624,450,6,0.23485439037896874,0
54,64713,45429,545,28,0.5413882282105721,1
25,92936,25812,409,14,0.47993422192747004,1
25,69331,12529,574,19,0.27713698197711745,0
60,47185,25653,366,5,0.39268202154441556,1
61,109263,32860,349,8,0.16449422951282885,0
38,123656,18654,814,29,0.18023614529390272,0
58,77107,7108,525,14,0.36683881029359877,0
60,138793,8947,805,25,0.4202993833656765,0
50,91554,12899,454,21,0.37871585686449627,0
57,42563,18372,779,22,0.3797039989362373,0
59,95729,42682,410,5,0.4711450704513357,1
60,40701,35373,782,6,0.5512037403816799,0
58,94072,44435,573,16,0.2937987727339274,0
56,73217,7263,454,5,0.3684666477305193,0
28,69610,31188,466,27,0.5465119921897196,1
48,109422,41583,318,8,0.33213932826948667,0
49,127123,34295,644,26,0.3225744782502923,0
43,146543,5577,593,2,0.48325722856783404,0
35,75131,20029,761,13,0.5386505629564952,0
28,54410,40531,637,5,0.4688361258699376,0
58,124280,35066,751,3,0.15006219542543595,0
43,83715,22613,643,15,0.3323854967329197,0
26,141968,24560,384,22,0.2059848114946923,0
23,63665,13945,688,15,0.25867394940991817,0
48,40957,34418,526,22,0.33437720166832174,0
42,73127,22071,585,28,0.2107643342382107,0
59,88589,22130,583,8,0.3579668353810803,0
36,71008,25721,408,3,0.42163794118016784,0
42,86920,7712,434,29,0.5374491670538989,1
31,57875,22091,590,7,0.20573030892609986,0
44,138828,20857,807,23,0.2552825152336413,0
60,148852,46394,328,7,0.3029002405454505,0
26,26626,39301,693,29,0.21227338482185956,0
22,115815,21553,326,23,0.2660200353311495,0
34,88822,22404,766,5,0.5416752599593528,0
42,96765,12093,312,7,0.16932739600558697,0
47,97413,18156,744,5,0.3218737968299954,0
42,58642,18785,523,25,0.2554834878915716,0
39,63311,30271,762,13,0.13858236088312834,0
58,57356,19694,320,13,0.1480626645751492,0
53,28809,41114,686,17,0.4924399562425681,1
57,68371,9013,625,12,0.5261665096228386,0
38,59875,37799,766,14,0.4707038003055247,0
56,135049,29752,821,2,0.3696145271688698,0
32,34465,16156,524,5,0.4863297325726249,1
42,91095,15304,774,22,0.1760078788470795,0
47,98844,45645,757,29,0.4901008002980861,0
25,90250,43938,512,19,0.3117376093756775,0
55,111889,17078,780,16,0.4751577671649989,0
39,40250,31078,479,19,0.21387469720986094,0
61,71023,7315,837,15,0.5162717103651785,0
56,126350,32220,826,5,0.38405827288328365,0
62,71624,36731,321,7,0.10366875517793242,0
50,41427,37833,644,28,0.3596335840684589,0
50,58276,17420,320,27,0.25513973971267745,0
59,96643,23312,707,12,0.12875093094204446,0
63,104012,26395,786,28,0.32365479449413015,0
42,28439,45301,827,29,0.25573507758666014,0
63,110848,20317,715,12,0.20219508194977107,0
34,112331,21968,571,19,0.2745610012511508,0
62,103672,27854,504,25,0.18980360811145494,0
38,104703,10244,597,16,0.24990603051132923,0
30,42300,35929,407,20,0.15766718840354008,0
62,85289,45922,451,22,0.14215629511123598,0
22,42182,29054,312,21,0.5550097133543028,1
23,95507,23588,378,2,0.5513829006215895,0
50,75912,49590,468,12,0.5140025993315653,1
54,51909,39660,548,6,0.21516276709794888,0
31,44659,12018,420,19,0.4629453051321972,1
61,56403,15621,686,4,0.39485606613199065,0
42,139187,5973,738,10,0.12561670684126333,0
49,58586,48602,571,22,0.5497928754241765,0
32,35360,44383,599,17,0.5989910435639378,0
55,46424,42097,772,3,0.4543607197161472,0
29,123035,39245,457,19,0.21575390758486931,0
43,135231,30346,526,21,0.37720479708652455,0
29,73791,45097,720,27,0.15469024593105665,0
36,28065,11444,323,26,0.2493896098558456,1
38,93795,29881,837,6,0.45862800970690143,0
44,140594,29846,839,3,0.2505371160739259,0
45,37300,16406,427,9,0.17360295241518184,1
40,58370,44611,393,0,0.10373559277180952,0
26,94831,30439,720,16,0.3862572021160331,0
53,52209,10972,571,4,0.5843352614008884,0
22,133287,42873,783,16,0.3420665062068705,0
44,126831,15931,304,2,0.20630597032365292,0
58,45927,12702,456,8,0.3316400114880904,0
29,59579,24298,351,2,0.401041860463188,1
34,135407,26540,542,2,0.5006841584203647,0
29,34032,37040,719,28,0.3263393053797413,0
44,118254,36000,724,8,0.18647603229401408,0
64,103413,34805,379,4,0.19400497471302733,0
22,65731,7599,653,27,0.5498630082243695,0
45,144937,27100,592,23,0.21812094437388993,0
56,138528,35509,415,9,0.46400881255045556,1
45,117202,40003,828,14,0.2344743900373901,0
38,78767,24183,779,24,0.46028103019691247,0
26,148916,43241,587,11,0.13918186489726822,0
41,132220,5018,776,5,0.20369652466942453,0
42,97302,5858,324,6,0.3043506456044216,0
61,148867,30992,730,6,0.3576582900299715,0
52,74954,37580,577,22,0.27647553113572043,0
57,142270,10380,616,3,0.38675816388842266,0
32,113365,40800,657,28,0.262684918295213,0
36,110757,23915,575,12,0.4392194728635511,0
40,50102,45239,643,14,0.35560352032118525,0
28,59433,42487,730,17,0.45255463642745575,0
49,40932,17943,738,17,0.3154894806076173,0
64,50714,42631,761,6,0.5382500685193229,0
26,82803,41806,569,9,0.2910663864996693,0
26,64743,23836,730,15,0.25406683472528035,0
51,27552,40614,320,22,0.37854250891561636,1
53,81627,45832,442,25,0.35458622700457754,0
29,70987,16394,652,22,0.3590490366827942,0
31,104810,11622,764,28,0.4980650454732354,0
59,70380,30280,767,7,0.3942983846527246,0
53,54250,16782,812,18,0.5426327294413529,0
49,93344,6159,763,28,0.40954849166963014,0
38,89686,9626,693,10,0.11085057204720714,0
52,134394,28440,357,20,0.5351967720262971,1
29,145321,41490,425,5,0.5198922463475585,1
61,70028,16630,760,28,0.12442493375475808,0
46,40295,49042,351,23,0.162642229288996,0
30,138141,11589,568,23,0.37817800537209745,0
23,80248,28233,395,9,0.12142628393209245,0
36,105205,40011,572,18,0.3055839891717068,0
24,35523,13177,622,27,0.5876803240391385,1
57,70530,39528,432,13,0.1863880748469572,0
25,38769,43210,388,19,0.2030479116175272,0
35,88042,31372,304,5,0.43817419076032504,1
62,137035,28508,656,3,0.1219891045254298,0
62,69645,19965,642,25,0.510343080755989,0
46,115743,8236,503,19,0.19951557626697944,0
31,87142,20611,770,14,0.36577708204463943,0
42,125760,27282,763,4,0.22438158047056492,0
57,50557,46003,796,15,0.42944096855495006,0
33,128727,20829,362,25,0.39360804611945777,0
48,104782,13680,538,6,0.5732198668715867,1
61,103382,16340,839,27,0.32280037778852866,0
23,62085,36093,497,1,0.5374394813621434,1
34,75708,26107,329,12,0.38791091826087565,0
53,76357,14148,508,1,0.5572313260944735,1
52,135939,48074,362,27,0.24591103188398686,0
37,38470,22499,356,25,0.3748805239701427,0
53,103712,23165,732,29,0.2950148207838863,0
53,143643,48786,607,8,0.13294865872715514,0
55,132417,30226,765,19,0.38713290136342926,0
32,104082,23260,406,4,0.49711420029270614,0
31,31805,29916,600,2,0.3781018138455502,0
36,107324,48910,345,1,0.23967108207781332,1
38,119884,35480,376,13,0.23191451834220142,0
61,87028,37191,468,25,0.2189192704687272,0
39,75772,14546,428,7,0.5898158142219048,1
30,77104,41044,567,19,0.29960977061416494,0
46,98616,26921,718,29,0.2584348818214186,0
61,126422,41940,460,11,0.3092340378726204,0
35,114300,17836,357,16,0.15789896325824213,0
46,31630,13989,683,28,0.19800976414174906,0
43,149474,18740,809,15,0.3544510708952816,0
51,123869,35180,729,5,0.4994235819811891,0
41,40701,18102,639,5,0.5382133450574281,1
42,39859,20357,325,17,0.5329923837918054,1
53,46183,35255,671,1,0.5723754342119308,1
42,65438,41094,335,7,0.16288576188909307,0
56,122285,30221,830,26,0.12048514217075687,0
53,142556,5719,566,22,0.15286560902473265,0
51,122423,22906,731,13,0.40037112666622554,0
60,148737,28140,318,1,0.3780594928882872,1
33,67244,6069,638,25,0.4356050315351563,0
62,99312,12749,439,16,0.2855453202078643,0
39,40021,17935,366,26,0.2957944029756533,0
42,94863,42655,829,23,0.37278754492912547,0
34,80565,49035,668,15,0.13952805671525384,0
42,73043,35720,560,25,0.49993608306805104,0
29,98150,32937,502,17,0.561427774048847,0
61,89361,23540,709,20,0.29367260036463994,0
28,26245,12944,379,5,0.4697862136311509,1
44,66011,17747,412,25,0.37441736013843885,0
53,35355,15505,436,16,0.2180042971641908,1
32,123841,16697,488,17,0.13389889491804322,0
43,73692,41907,576,13,0.22294945534008273,0
43,74004,20221,402,9,0.4024530773221674,0
64,140228,12087,406,3,0.12011488801304579,0
46,54714,26462,472,17,0.518095365362276,1
43,42198,27789,630,10,0.5851530968228238,0
49,91951,38400,490,21,0.1417509559715657,0
50,134334,7199,524,15,0.22334896536217383,0
34,26652,49023,622,29,0.4378168077221223,0
39,68625,26737,807,3,0.5030401617125484,0
23,110982,11073,847,26,0.2729970458438483,0
50,43740,21744,433,18,0.3576192151632289,1
42,28810,15559,336,5,0.5458797014814712,1
36,148743,37695,392,24,0.29219917097469805,0
48,41569,13401,374,7,0.14076913673125466,1
52,124855,16659,482,17,0.5974470609478258,1
36,104120,46890,758,18,0.1901401027316081,0
44,51783,18894,708,17,0.12439090879935968,0
45,146701,34160,506,15,0.3053267987083328,0
34,124065,34272,544,25,0.160731760646716,0
43,103047,29512,632,6,0.5893666922128982,0
64,34471,38645,824,24,0.2903969280311314,0
58,135771,26179,593,16,0.512905566454554,0
54,31163,15691,572,26,0.18830269475222547,0
24,88087,21110,678,2,0.16940737837509248,0
40,87071,40291,325,21,0.42464656502394305,1
44,41065,34845,843,14,0.5546550679049176,1
50,147323,44038,390,3,0.15726822747999256,0
51,135190,29967,775,25,0.394626982832461,0
60,142969,33478,487,15,0.14246974570899248,0
46,108456,10088,494,13,0.5060814720059431,1
58,129505,45332,833,25,0.5546529567858512,0
29,142852,12066,384,16,0.4143971516122167,1
63,73348,44313,376,8,0.4441715512706399,1
37,44154,7321,629,6,0.1277182323060113,0
29,149843,29533,682,13,0.13648859344304146,0
22,130703,29509,732,26,0.18983527799636005,0
26,45229,46098,676,27,0.23691423366593864,0
24,77587,13294,640,22,0.4799280584199269,0
22,144398,43101,476,11,0.3177146235064495,0
25,74713,30059,725,16,0.13912484337334827,0
61,51997,36248,723,8,0.5263225311423423,0
56,46101,45626,473,11,0.5969133512884806,1
53,65391,25703,705,11,0.32751314635253004,0
63,100863,43157,381,7,0.3558820027877857,0
55,97723,8205,320,26,0.13925471960048255,0
64,120221,39929,697,27,0.29150871544364887,0
46,84405,22848,629,9,0.2859021799450583,0
31,59948,38411,524,11,0.5828957564907788,1
42,125264,19986,701,4,0.4302157545801317,0
60,78031,16628,737,19,0.49109158012346077,0
48,62921,43119,571,0,0.16416602529904464,0
48,97571,9553,579,8,0.30846344087133937,0
23,102007,11518,522,14,0.19577640115361536,0
62,53460,43491,808,23,0.530094489142069,0
34,142958,12946,641,28,0.1761861876289003,0
30,46071,5610,341,1,0.3194356095014296,1
57,91118,9302,475,3,0.12682514087687705,0
43,73282,39311,544,3,0.4171471471002193,1
63,116725,39234,552,28,0.3409623749738805,0
47,83445,46876,573,22,0.34898338622005576,0
33,106067,19656,633,2,0.15080945529588816,0
38,107208,44004,310,15,0.3569905926085344,0
35,79816,23656,451,7,0.3818917453912778,0
35,131283,46811,488,26,0.5814200433386661,1
55,110779,9536,510,6,0.11661134164275325,0
41,28060,47974,396,25,0.5613568047457815,1
32,38731,24856,638,11,0.33978222896579235,0
37,102830,41410,346,11,0.2050572627454871,0
52,140871,49830,356,3,0.4327730414756126,1
27,45719,21447,374,14,0.3585261086264798,0
40,72042,38327,553,24,0.2133775082148641,0
58,141134,39501,469,5,0.4134134229177836,1
25,74116,13861,445,2,0.3366311375924391,0
